#####################################################################################
#CompleteYeastFeatures.tab										
#
#This file was generated by David Gresham 10/13/2006
#
#To make this file I took the SGD_features.tab file and removed all features specified as CDS.
#Then I took the NotFeature.fasta file from SGD, extracted the headers and reformatted the information so the columns match the SGD_features.tab file.
#Finally I concatenated the two files and sorted them based on chromosome number, start position and end position.
#It looks like the Intergenic regions have inserted themselves at the right place, however use at your own risk.
#
#Following the SGD_features.tab file format I have included the following information:
#
#	<Primary SGDID> simply replaced with S00000000DG
#	<Feature Type> intergenic
#	<Feature name> between geneA and geneB
#	<chromosome> 
#	<start>
#	<stop>
####################################################################################

S0000000DG	intergenic		between YAL049C and YAL048C			chromosome 1		1	52597	52801					
S000028733	ORF	Dubious	YAL047W-A			chromosome 1		1	54585	54914	W		7/20/04	7/29/03	Hypothetical protein
S000000046	ORF	Verified	YAL048C	GEM1	GON1	chromosome 1		1	54790	52802	C		7/20/04	7/31/96	"Evolutionarily-conserved tail-anchored outer mitochondrial membrane GTPase which regulates mitochondrial morphology; cells lacking Gem1p contain collapsed, globular, or grape-like mitochondria; not required for pheromone-induced cell death"
S0000000DG	intergenic		between YAL047W-A and YAL047C			chromosome 1		1	54915	54989					
S000000045	ORF	Verified	YAL047C	SPC72	LDB4	chromosome 1	L000003455	1	56858	54990	C		7/20/04	7/31/96	"Component of the cytoplasmic Tub4p (gamma-tubulin) complex, binds spindle pole bodies and links them to microtubules; has roles in astral microtubule formation and stabilization"
S0000000DG	intergenic		between YAL047C and YAL046C			chromosome 1		1	56859	57029					
S000000044	ORF	Uncharacterized	YAL046C			chromosome 1		1	57386	57030	C		7/20/04	7/31/96	Hypothetical protein
S0000000DG	intergenic		between YAL046C and YAL045C			chromosome 1		1	57387	57488					
S000007586	ORF	Uncharacterized	YAL044W-A			chromosome 1		1	57519	57851	W		7/20/04	1/30/01	"Similar to pombe uvi31, putative DNA repair protein"
S000000043	ORF	Dubious	YAL045C			chromosome 1		1	57797	57489	C		7/20/04	7/31/96	Hypothetical protein
S0000000DG	intergenic		between YAL044W-A and YAL044C			chromosome 1		1	57852	57950					
S000000042	ORF	Verified	YAL044C	GCV3		chromosome 1	L000003501	1	58463	57951	C		7/20/04	2003-09-22|1996-07-31	"H subunit of the mitochondrial glycine decarboxylase complex, required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of levels of 5,10-methylene-THF in the cytoplasm"
S0000000DG	intergenic		between YAL044C and YAL043C			chromosome 1		1	58464	58695					
S000000041	ORF	Verified	YAL043C	PTA1	FUN39	chromosome 1	L000001522	1	61053	58696	C		7/20/04	7/31/96	"Subunit of holo-CPF, a multiprotein complex and functional homolog of mammalian CPSF, required for the cleavage and polyadenylation of mRNA and snoRNA 3' ends; involved in pre-tRNA processing; binds to the phosphorylated CTD of RNAPII"
S0000000DG	intergenic		between YAL043C and YAL042C-A			chromosome 1		1	61054	61231					
S000000040	ORF	Verified	YAL042W	ERV46	FUN9	chromosome 1	L000000633	1	61317	62564	W		7/20/04	7/31/96	"Protein localized to COPII-coated vesicles, forms a complex with Erv41p; involved in the membrane fusion stage of transport"
S000002138	ORF	Dubious	YAL042C-A		YAL043C-A	chromosome 1		1	61609	61232	C		7/20/04	7/31/96	Hypothetical protein
S0000000DG	intergenic		between YAL042W and YAL041W			chromosome 1		1	62565	62840					
S000000039	ORF	Verified	YAL041W	CDC24	CLS4	chromosome 1	L000000262	1	62841	65405	W	-56	7/20/04	7/31/96	"Guanine nucleotide exchange factor (GEF or GDP-release factor) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing"
S0000000DG	intergenic		between YAL041W and YAL040C			chromosome 1		1	65406	65778					
S000000038	ORF	Verified	YAL040C	CLN3	WHI1|FUN10|DAF1	chromosome 1	L000000359	1	67521	65779	C	-56	7/20/04	7/31/96	"G1 cyclin involved in cell cycle progression; activates Cdc28p kinase to promote the G1 to S phase transition; plays a role in regulating transcription of the other G1 cyclins, CLN1 and CLN2; regulated by phosphorylation and proteolysis"
S0000000DG	intergenic		between YAL040C and YAL039C			chromosome 1		1	67522	68716					
S000000037	ORF	Verified	YAL039C	CYC3		chromosome 1	L000000450	1	69526	68717	C	-47	7/20/04	7/31/96	"Cytochrome c heme lyase (holocytochrome c synthase), attaches heme to apo-Cyc1p in the mitochondrial intermembrane space; human ortholog may have a role in microphthalmia with linear skin defects (MLS)"
S0000000DG	intergenic		between YAL039C and YAL038W			chromosome 1		1	69527	71786					
S000000036	ORF	Verified	YAL038W	CDC19	PYK1	chromosome 1	L000000258	1	71787	73289	W	-45	7/20/04	7/31/96	"Pyruvate kinase, functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration"
S000028592	ORF	Dubious	YAL037C-B			chromosome 1		1	73301	72327	C		7/20/04	7/29/03	"Identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
S0000000DG	intergenic		between YAL037C-B and YAL037C-A			chromosome 1		1	73302	73426					
S000028732	ORF	Uncharacterized	YAL037C-A			chromosome 1		1	73519	73427	C		7/20/04	7/29/03	Identified by SAGE
S0000000DG	intergenic		between YAL037C-A and YAL037W			chromosome 1		1	73520	74020					
S000000035	ORF	Uncharacterized	YAL037W			chromosome 1		1	74021	74824	W		7/20/04	7/31/96	Hypothetical protein
S0000000DG	intergenic		between YAL037W and YAL036C			chromosome 1		1	74825	75043					
S000000034	ORF	Verified	YAL036C	RBG1	FUN11	chromosome 1	L000000634	1	76153	75044	C		7/20/04	7/31/96	Member of the DRG family of GTP-binding proteins; interacts with translating ribosomes and with Tma46p
S0000000DG	intergenic		between YAL036C and YAL035W			chromosome 1		1	76154	76427					
S000000033	ORF	Verified	YAL035W	FUN12	yIF2	chromosome 1	L000000635	1	76428	79436	W		7/20/04	7/31/96	"GTPase, required for general translation initiation by promoting Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; homolog of bacterial IF2"
S0000000DG	intergenic		between YAL035W and YAL034C-B			chromosome 1		1	79437	79489					
S000000032	ORF	Verified	YAL034W-A	MTW1	NSL2|DSN3	chromosome 1	S000007418	1	79719	80588	W		7/20/04	7/31/96	Essential component of the MIND kinetochore complex (Mtw1p Including Nnf1p-Nsl1p-Dsn1p) which joins kinetochore subunits contacting DNA to those contacting microtubules; critical to kinetochore assembly
S000002137	ORF	Dubious	YAL034C-B		YAL035C-A	chromosome 1		1	79843	79490	C		7/20/04	7/31/96	Hypothetical protein
S0000000DG	intergenic		between YAL034W-A and YAL034C			chromosome 1		1	80589	80710					
S000002134	ORF	Verified	YAL034C	FUN19		chromosome 1	L000000637	1	81952	80711	C		7/20/04	2003-09-22|1996-07-31	Non-essential protein of unknown function
S0000000DG	intergenic		between YAL034C and YAL033W			chromosome 1		1	81953	82706					
S000000031	ORF	Verified	YAL033W	POP5	FUN53	chromosome 1	L000004301|L000000649	1	82707	83228	W		7/20/04	7/31/96	"Subunit of both RNase MRP, which cleaves pre-rRNA, and nuclear RNase P, which cleaves tRNA precursors to generate mature 5' ends"
S0000000DG	intergenic		between YAL033W and YAL032C			chromosome 1		1	83229	83335					
S000000030	ORF	Verified	YAL032C	PRP45	FUN20	chromosome 1	L000000638	1	84475	83336	C		7/20/04	7/31/96	"Ortholog of human transcriptional coactivator SKIP, can activate transcription of a reporter gene; interacts with splicing factors Prp22p and Prp46p"
S0000000DG	intergenic		between YAL032C and YAL031W-A			chromosome 1		1	84476	84669					
S000028731	ORF	Dubious	YAL031W-A			chromosome 1		1	84670	84978	W		7/20/04	7/29/03	Questionable ORF from MIPS
S000000029	ORF	Verified	YAL031C	GIP4	FUN21	chromosome 1	L000000639	1	87032	84750	C		7/20/04	7/31/96	Cytoplasmic Glc7-interacting protein whose overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate
S0000000DG	intergenic		between YAL031C and YAL030W			chromosome 1		1	87033	87286					
S000000028	ORF	Verified	YAL030W	SNC1		chromosome 1	L000001942	1	87287	87753	W		7/20/04	7/31/96	Vesicle membrane receptor protein (v-SNARE) involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; proposed to be involved in endocytosis; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins
S000033439	intron					YAL030W		1	87389	87501	W		7/20/04	7/31/96	
S0000000DG	intergenic		between YAL030W and YAL029C			chromosome 1		1	87754	87855					
S000000027	ORF	Verified	YAL029C	MYO4	SHE1|FUN22	chromosome 1	L000000640|L000001224	1	92271	87856	C		7/20/04	7/31/96	"One of two type V myosins; required for mother-specific HO expression, for the bud tip localization of ASH1 and IST2 mRNA; facilitates growth and orientation of ER tubules along with She3p"
S0000000DG	intergenic		between YAL029C and YAL028W			chromosome 1		1	92272	92900					
S000000026	ORF	Verified	YAL028W	FRT2	HPH2	chromosome 1		1	92901	94487	W		7/20/04	7/31/96	"Tail-anchored endoplasmic reticulum membrane protein, interacts with homolog Frt1p but is not a substrate of calcineurin (unlike Frt1p), promotes growth in conditions of high Na+, alkaline pH, or cell wall stress; potential Cdc28p substrate"
S0000000DG	intergenic		between YAL028W and YAL027W			chromosome 1		1	94488	94687					
S000000025	ORF	Uncharacterized	YAL027W			chromosome 1		1	94688	95473	W		7/20/04	7/31/96	Hypothetical protein
S000028730	ORF	Dubious	YAL026C-A			chromosome 1		1	95824	95387	C		7/20/04	7/29/03	Questionable ORF from MIPS
S000000024	ORF	Verified	YAL026C	DRS2	SWA3|FUN38	chromosome 1	L000000526	1	99698	95631	C		7/20/04	7/31/96	Integral membrane Ca(2+)-ATPase involved in aminophospholipid translocation; required to form a specific class of secretory vesicles that accumulate upon actin cytoskeleton disruption; mutation affects maturation of the 18S rRNA
S0000000DG	intergenic		between YAL026C and YAL025C			chromosome 1		1	99699	100225					
S000000023	ORF	Verified	YAL025C	MAK16		chromosome 1	L000000989	1	101146	100226	C	-31	7/20/04	7/31/96	"Essential nuclear protein, constituent of 66S pre-ribosomal particles; required for normal concentration of free 60S ribosomal subunits; required for maintenance of M1 satellite double-stranded RNA of the L-A virus"
S0000000DG	intergenic		between YAL025C and YAL024C			chromosome 1		1	101147	101565					
S000000022	ORF	Verified	YAL024C	LTE1	MSI2	chromosome 1	L000000955	1	105873	101566	C	-31	7/20/04	7/31/96	"Putative GDP/GTP exchange factor required for mitotic exit at low temperatures; acts as a guanine nucleotide exchange factor (GEF) for Tem1p, which is a key regulator of mitotic exit; physically associates with Ras2p-GTP"
S0000000DG	intergenic		between YAL024C and YAL023C			chromosome 1		1	105874	106272					
S000000021	ORF	Verified	YAL023C	PMT2	FUN25	chromosome 1	L000000642|L000001459	1	108552	106273	C		7/20/04	2002-12-17|1996-07-31	"Protein O-mannosyltransferase, transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; acts in a complex with Pmt1p, can instead interact with Pmt5p in some conditions; target for new antifungals"
S0000000DG	intergenic		between YAL023C and YAL022C			chromosome 1		1	108553	108877					
S000000020	ORF	Verified	YAL022C	FUN26		chromosome 1	L000000643	1	110431	108878	C		7/20/04	7/31/96	Nucleoside transporter with broad nucleoside selectivity; localized to intracellular membranes
S0000000DG	intergenic		between YAL022C and YAL021C			chromosome 1		1	110432	110846					
S000000019	ORF	Verified	YAL021C	CCR4	NUT21|FUN27	chromosome 1	L000000239	1	113360	110847	C	-25	7/20/04	7/31/96	"Component of the CCR4-NOT transcriptional complex, which is involved in regulation of gene expression; component of the major cytoplasmic deadenylase, which is involved in mRNA poly(A) tail shortening"
S0000000DG	intergenic		between YAL021C and YAL020C			chromosome 1		1	113361	113614					
S000028729	ORF	Dubious	YAL019W-A			chromosome 1		1	114251	114820	W		7/20/04	7/29/03	Questionable ORF from MIPS
S000000018	ORF	Verified	YAL020C	ATS1	KTI13|FUN28	chromosome 1	L000000644|L000000154	1	114616	113615	C		7/20/04	7/31/96	"Protein with a potential role in regulatory interactions between microtubules and the cell cycle, as suggested by genetic and physical interactions with Nap1p and genetic interactions with TUB1"
S0000000DG	intergenic		between YAL019W-A and YAL019W			chromosome 1		1	114821	114919					
S000000017	ORF	Verified	YAL019W	FUN30		chromosome 1	L000000645	1	114920	118315	W		7/20/04	7/31/96	"Protein whose overexpression affects chromosome stability, potential Cdc28p substrate; homolog of Snf2p"
S0000000DG	intergenic		between YAL019W and YAL018C			chromosome 1		1	118316	118564					
S000000016	ORF	Uncharacterized	YAL018C			chromosome 1		1	119542	118565	C		7/20/04	7/31/96	Hypothetical protein
S0000000DG	intergenic		between YAL018C and YAL017W			chromosome 1		1	119543	120225					
S000000015	ORF	Verified	YAL017W	PSK1	FUN31	chromosome 1	L000000646	1	120226	124296	W		7/20/04	7/31/96	One of two (see also PSK2) PAS domain containing S/T protein kinases; coordinately regulates protein synthesis and carbohydrate metabolism and storage in response to a unknown metabolite that reflects nutritional status
S0000000DG	intergenic		between YAL017W and YAL016C-B			chromosome 1		1	124297	124307					
S000028528	ORF	Dubious	YAL016C-B			chromosome 1		1	124493	124308	C		7/20/04	7/29/03	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data"
S0000000DG	intergenic		between YAL016C-B and YAL016C-A			chromosome 1		1	124494	124755					
S000000014	ORF	Verified	YAL016W	TPD3	FUN32	chromosome 1	L000002325	1	124880	126787	W	0.5	7/20/04	7/31/96	"Regulatory subunit A of the heterotrimeric protein phosphatase 2A, which also contains regulatory subunit Cdc55p and either catalytic subunit Pph21p or Pph22p; required for cell morphogenesis and for transcription by RNA polymerase III"
S000028728	ORF	Dubious	YAL016C-A			chromosome 1		1	125070	124756	C		7/20/04	7/29/03	Questionable ORF from MIPS
S0000000DG	intergenic		between YAL016W and YAL015C			chromosome 1		1	126788	126903					
S000000013	ORF	Verified	YAL015C	NTG1	SCR1|FUN33	chromosome 1	L000004114	1	128103	126904	C		7/20/04	7/31/96	"DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase involved in base excision repair, localizes to the nucleus and mitochondrion"
S0000000DG	intergenic		between YAL015C and YAL014C			chromosome 1		1	128104	128252					
S000000012	ORF	Verified	YAL014C	SYN8	SLT2|UIP2	chromosome 1		1	129020	128253	C		7/20/04	2002-12-17|1996-07-31	Endosomal SNARE related to mammalian syntaxin 8
S0000000DG	intergenic		between YAL014C and YAL013W			chromosome 1		1	129021	129270					
S000000011	ORF	Verified	YAL013W	DEP1	FUN54	chromosome 1	L000000502	1	129271	130533	W	12	7/20/04	2003-12-15|1996-07-31	"Transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes, as well as maintenance of telomeres, mating efficiency, and sporulation"
S0000000DG	intergenic		between YAL013W and YAL012W			chromosome 1		1	130534	130801					
S000000010	ORF	Verified	YAL012W	CYS3	STR1|FUN35|CYI1	chromosome 1	L000000470	1	130802	131986	W	-16	7/20/04	7/31/96	"Cystathionine gamma-lyase, catalyzes one of the two reactions involved in the transsulfuration pathway that yields cysteine from homocysteine with the intermediary formation of cystathionine;"
S0000000DG	intergenic		between YAL012W and YAL011W			chromosome 1		1	131987	132201					
S000000009	ORF	Verified	YAL011W	SWC3	SWC1	chromosome 1		1	132202	134079	W		7/20/04	2003-09-22|1996-07-31	"Protein of unknown function, component of the Swr1p complex that incorporates Htz1p into chromatin; required for formation of nuclear-associated array of smooth endoplasmic reticulum known as karmellae"
S0000000DG	intergenic		between YAL011W and YAL010C			chromosome 1		1	134080	134185					
S000000008	ORF	Verified	YAL010C	MDM10	FUN37	chromosome 1	L000000648|L000001053	1	135667	134186	C		7/20/04	7/31/96	"Subunit of the mitochondrial sorting and assembly machinery (SAM complex); has a role in assembly of the TOM complex, which mediates protein import through the outer membrane; required for normal mitochondrial morphology and inheritance"
S0000000DG	intergenic		between YAL010C and YAL009W			chromosome 1		1	135668	135855					
S000000007	ORF	Verified	YAL009W	SPO7		chromosome 1	L000002000	1	135856	136635	W	-4	7/20/04	7/31/96	"Integral nuclear/ER membrane protein of unknown function, required for normal nuclear envelope morphology and sporulation"
S0000000DG	intergenic		between YAL009W and YAL008W			chromosome 1		1	136636	136915					
S000000006	ORF	Verified	YAL008W	FUN14		chromosome 1	L000000636	1	136916	137512	W		7/20/04	7/31/96	Mitochondrial protein of unknown function
S0000000DG	intergenic		between YAL008W and YAL007C			chromosome 1		1	137513	137699					
S000000005	ORF	Verified	YAL007C	ERP2		chromosome 1	L000004679	1	138347	137700	C		7/20/04	7/31/96	"Protein that forms a heterotrimeric complex with Erp1p, Emp24p, and Erv25p; member, along with Emp24p and Erv25p, of the p24 family involved in ER to Golgi transport and localized to COPII-coated vesicles"
S0000000DG	intergenic		between YAL007C and YALCdelta2			chromosome 1		1	138348	138832					
S000006786	long_terminal_repeat		YALCdelta2			chromosome 1		1	138994	138833	C		7/20/04	5/19/00	Ty1 LTR
S0000000DG	intergenic		between YALCdelta2 and tP(UGG)A			chromosome 1		1	138995	139153					
S000035967	noncoding_exon					tP(UGG)A		1	139154	139189	W		7/20/04	5/19/00	
S000006680	tRNA		tP(UGG)A	TRN1		chromosome 1	L000003601	1	139154	139256	W	-2	7/20/04	5/19/00	tRNA-Pro
S000035969	intron					tP(UGG)A		1	139190	139220	W		7/20/04	5/19/00	
S000035968	noncoding_exon					tP(UGG)A		1	139221	139256	W		7/20/04	5/19/00	
S0000000DG	intergenic		between tP(UGG)A and YAL005C			chromosome 1		1	139257	139504					
S000002136	ORF	Dubious	YAL004W			chromosome 1		1	140762	141409	W		7/20/04	7/31/96	Hypothetical protein
S000000004	ORF	Verified	YAL005C	SSA1	YG100	chromosome 1	L000002069	1	141433	139505	C	-1	7/20/04	7/31/96	"ATPase involved in protein folding and nuclear localization signal (NLS)-directed nuclear transport; member of heat shock protein 70 (HSP70) family; forms a chaperone complex with Ydj1p; localized to the nucleus, cytoplasm, and cell wall"
S0000000DG	intergenic		between YAL005C and YAL003W			chromosome 1		1	141434	142175					
S000000003	ORF	Verified	YAL003W	EFB1	TEF5	chromosome 1	L000000542	1	142176	143162	W		7/20/04	1996-07-31|1999-07-17	"Translation elongation factor 1 beta; stimulates nucleotide exchange to regenerate EF-1 alpha-GTP for the next elongation cycle; part of the EF-1 complex, which facilitates binding of aminoacyl-tRNA to the ribosomal A site"
S000031943	intron					YAL003W		1	142256	142621	W		7/20/04	1999-07-17|1996-07-31	
S000007500	snoRNA		snR18	SNR18		chromosome 1		1	142374	142475	W		7/20/04	5/19/00	guides 2'-O-methylation on large subunit rRNA at A649 and A650; U18 snoRNA
S000036595	noncoding_exon					snR18		1	142374	142475	W		7/20/04	5/19/00	
S0000000DG	intergenic		between YAL003W and YAL002W			chromosome 1		1	143163	143708					
S000000002	ORF	Verified	YAL002W	VPS8	VPT8|FUN15	chromosome 1	L000003013	1	143709	147533	W		7/20/04	2004-01-14|1996-07-31	"Membrane-associated hydrophilic protein that interacts with the small GTPase, Vps21p, to facilitate soluble vacuolar protein localization; required for localization and trafficking of the CPY sorting receptor; contains a RING finger motif"
S0000000DG	intergenic		between YAL002W and YAL001C			chromosome 1		1	147534	147595					
S000030736	intron					YAL001C		1	151098	151009	C		7/20/04	7/31/96	
S000000001	ORF	Verified	YAL001C	TFC3	TSV115|FUN24	chromosome 1	L000000641|L000002287	1	151168	147596	C	-1	7/20/04	7/31/96	Largest of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauB domain of TFIIIC that binds DNA at the BoxB promoter sites of tRNA and similar genes; cooperates with Tfc6p in DNA binding
S0000000DG	intergenic		between YAL001C and CEN1			chromosome 1		1	151169	151466					
S000077257	CDEI					CEN1		1	151467	151476	W		10/4/04	10/4/04	
